title,address,price,link1
Nowe 3 pokoje*klimatyzacja*garaż i komórka w cenie,"ul. Oławska, Bemowo-Lotnisko, Bemowo, Warszawa, mazowieckie",1 400 000 zł,/pl/oferta/nowe-3-pokojeklimatyzacjagaraz-i-komorka-w-cenie-ID4nxvV
Kawalerka | do remontu | Idealna lokalizacja,"ul. Chłodna, Mirów, Wola, Warszawa, mazowieckie",380 000 zł,/pl/oferta/kawalerka-do-remontu-idealna-lokalizacja-ID4nxm4
2 pokoje Bemowo/Wola Metro Ochrona Do wejścia,"Ulrychów, Wola, Warszawa, mazowieckie",798 000 zł,/pl/oferta/2-pokoje-bemowo-wola-metro-ochrona-do-wejscia-ID4nxlT
3-pokojowe mieszkanie 77m2 + 2 balkony,"ul. Żupnicza, Kamionek, Praga-Południe, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/3-pokojowe-mieszkanie-77m2-2-balkony-ID4kDry
Czteropokojowe mieszkanie świeżo po remoncie,"ul. Grójecka, Szczęśliwice, Ochota, Warszawa, mazowieckie",1 450 000 zł,/pl/oferta/czteropokojowe-mieszkanie-swiezo-po-remoncie-ID4niiA
Przestronne mieszkanie z antresolą blisko metra,"ul. Kazimierza Sotta ""Sokoła"", Natolin, Ursynów, Warszawa, mazowieckie",1 049 000 zł,/pl/oferta/przestronne-mieszkanie-z-antresola-blisko-metra-ID4nk1z
Rodzinne mieszkanie gotowe do wprowadzenia,"ul. Mieczysława Pożaryskiego, Anin, Wawer, Warszawa, mazowieckie",1 468 000 zł,/pl/oferta/rodzinne-mieszkanie-gotowe-do-wprowadzenia-ID4nk2S
Apartament ul. Ordona dwa pokoje Bezpośrednio,"ul. Juliusza Ordona, Odolany, Wola, Warszawa, mazowieckie",650 000 zł,/pl/oferta/apartament-ul-ordona-dwa-pokoje-bezposrednio-ID4npZJ
Oddanie Listopad 2023 | Kameralna inwestycja,"ul. Hilarego Koprowskiego, Wyczółki, Ursynów, Warszawa, mazowieckie",749 000 zł,/pl/oferta/oddanie-listopad-2023-kameralna-inwestycja-ID4noK1
Unikatowe 4 pokojowe mieszkanie Miasteczko Wilanów,"ul. Krzysztofa Kieślowskiego 3, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",2 602 400 zł,/pl/oferta/unikatowe-4-pokojowe-mieszkanie-miasteczko-wilanow-ID4nu7V
4-pokojowe mieszkanie na Saskiej Kępie,"ul. Wandy, Saska Kępa, Praga-Południe, Warszawa, mazowieckie",1 250 000 zł,/pl/oferta/4-pokojowe-mieszkanie-na-saskiej-kepie-ID4nkC8
Apartament na słonecznych Regatach,"ul. Flisaków 4, Kobiałka, Białołęka, Warszawa, mazowieckie",545 000 zł,/pl/oferta/apartament-na-slonecznych-regatach-ID4mQ5W
Piękne mieszkanie 3 pokojowe z ogródkiem,"ul. Loteryjki, Wólka Węglowa, Bielany, Warszawa, mazowieckie",829 035 zł,/pl/oferta/piekne-mieszkanie-3-pokojowe-z-ogrodkiem-ID4ntZr
"Idealne pod wynajem, metro, basen","Mirów, Wola, Warszawa, mazowieckie",1 410 000 zł,/pl/oferta/idealne-pod-wynajem-metro-basen-ID4lrMd
2 pokoje z widną kuchnią Osiedle Aurora,"Raków, Włochy, Warszawa, mazowieckie",729 000 zł,/pl/oferta/2-pokoje-z-widna-kuchnia-osiedle-aurora-ID4nxsF
Kamienica | Metro | Rewitalizacja | Stan Surowy,"ul. Zachariasza, Szmulowizna, Praga-Północ, Warszawa, mazowieckie",224 500 zł,/pl/oferta/kamienica-metro-rewitalizacja-stan-surowy-ID4nfXY
"Bezpośrednio- Stegny, 2 pokoje, 48m2","ul. Czarnomorska, Stegny, Mokotów, Warszawa, mazowieckie",675 000 zł,/pl/oferta/bezposrednio-stegny-2-pokoje-48m2-ID4ng0G
BEZPOŚREDNIO m3pokojowe z garażem dwustanowiskowym,"ul. Adama Branickiego 23, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",1 500 000 zł,/pl/oferta/bezposrednio-m3pokojowe-z-garazem-dwustanowiskowym-ID4nfJU
"3-pak 9,3% ROI 62m2 nowe osiedle GOTOWE do 12.2023","ul. Posag 7 Panien, Szamoty, Ursus, Warszawa, mazowieckie",950 000 zł,/pl/oferta/3-pak-9-3-roi-62m2-nowe-osiedle-gotowe-do-12-2023-ID4nqYV
Apartament W Sąsiedztwie Łazienek Królewskich,"okolice Park Łazienek, Ujazdów, Śródmieście, Warszawa, mazowieckie",12 300 000 zł,/pl/oferta/apartament-w-sasiedztwie-lazienek-krolewskich-ID4apY7
2 pokoje I Metro I Widok na Fort I Bezpośrednio,"ul. Kopalniana, Chrzanów, Bemowo, Warszawa, mazowieckie",870 000 zł,/pl/oferta/2-pokoje-i-metro-i-widok-na-fort-i-bezposrednio-ID4nkfO
Apartament 4 pokojowy - 75 m2 - BEZPOŚREDNIO,"Osiedle Aurora, Raków, Włochy, Warszawa, mazowieckie",1 340 000 zł,/pl/oferta/apartament-4-pokojowy-75-m2-bezposrednio-ID4nhk3
Mieszkanie 3-pokojowe ul. płk. W. Łokuciewskiego,"ul. płk. Witolda Łokuciewskiego, Górce, Bemowo, Warszawa, mazowieckie",1 270 000 zł,/pl/oferta/mieszkanie-3-pokojowe-ul-plk-w-lokuciewskiego-ID4neo2
"Mieszkanie 3-pok., 55 m, 2 balkony, garaż, komórka","ul. Stańczyka, Odolany, Wola, Warszawa, mazowieckie",1 260 000 zł,/pl/oferta/mieszkanie-3-pok-55-m-2-balkony-garaz-komorka-ID4njvQ
"Wyjątkowe i jedyne w swoim rodzaju, Powiśle, Dobra","Powiśle, Śródmieście, Warszawa, mazowieckie",1 200 000 zł,/pl/oferta/wyjatkowe-i-jedyne-w-swoim-rodzaju-powisle-dobra-ID4nthg
"Mieszkanie, 2-pok 44,29 mkw, blisko metra Chrzanów","ul. Batalionów Chłopskich 79, Chrzanów, Bemowo, Warszawa, mazowieckie",752 000 zł,/pl/oferta/mieszkanie-2-pok-44-29-mkw-blisko-metra-chrzanow-ID4nqWB
3-pokojowe mieszkanie 55m2 + balkon Bez Prowizji,"ul. Chełmżyńska, Kawęczyn-Wygoda, Rembertów, Warszawa, mazowieckie",617 933 zł,/pl/oferta/3-pokojowe-mieszkanie-55m2-balkon-bez-prowizji-ID4ltN0
Stara Ochota. Kawalerka. Balkon.,"ul. Grójecka, Stara Ochota, Ochota, Warszawa, mazowieckie",680 000 zł,/pl/oferta/stara-ochota-kawalerka-balkon-ID4ntTu
"Mieszkanie 36 m2, Śródmieście, bezpośrednio","ul. Stawki, Muranów, Śródmieście, Warszawa, mazowieckie",715 000 zł,/pl/oferta/mieszkanie-36-m2-srodmiescie-bezposrednio-ID4ng56
Nowe mieszkanie blisko Galerii Mokotów,"Jurajska, Wyczółki, Ursynów, Warszawa, mazowieckie",870 000 zł,/pl/oferta/nowe-mieszkanie-blisko-galerii-mokotow-ID4noCL
Komfort mieszkanie 40m INWESTYCJA w sercu Warszawy,"Stary Żoliborz, Żoliborz, Warszawa, mazowieckie",799 997 zł,/pl/oferta/komfort-mieszkanie-40m-inwestycja-w-sercu-warszawy-ID4mYlx
3-pokojowe mieszkanie 67m2 + loggia Bez Prowizji,"ul. Aleksandra Kotsisa, Pelcowizna, Praga-Północ, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/3-pokojowe-mieszkanie-67m2-loggia-bez-prowizji-ID4k8c4
Kawalerka na Saskiej Kępie,"ul. Międzynarodowa, Saska Kępa, Praga-Południe, Warszawa, mazowieckie",649 000 zł,/pl/oferta/kawalerka-na-saskiej-kepie-ID4np8z
"Na sprzedaż 3-pokojowe, rodzinne mieszkanie","ul. Fort Wola, Ulrychów, Wola, Warszawa, mazowieckie",1 399 000 zł,/pl/oferta/na-sprzedaz-3-pokojowe-rodzinne-mieszkanie-ID4npbz
"Jasne, 2 poziomy, po remoncie, ciche, przy metrze","ul. Wiolinowa 3, Ursynów Północny, Ursynów, Warszawa, mazowieckie",1 447 000 zł,/pl/oferta/jasne-2-poziomy-po-remoncie-ciche-przy-metrze-ID4lfwx
Nowe 2 Pokoje | Kamienica | Centrum,"Nowolipki, Wola, Warszawa, mazowieckie",593 000 zł,/pl/oferta/nowe-2-pokoje-kamienica-centrum-ID4nqQn
2 pokoje l Skm Ursus 500m | Balkon 10.71m2,"ul. Herbu Oksza, Szamoty, Ursus, Warszawa, mazowieckie",529 000 zł,/pl/oferta/2-pokoje-l-skm-ursus-500m-balkon-10-71m2-ID4nwbv
2 pokoje l Oddanie Kwiecień 2024| Skm Ursus 500m,"ul. Herbu Oksza, Szamoty, Ursus, Warszawa, mazowieckie",599 000 zł,/pl/oferta/2-pokoje-l-oddanie-kwiecien-2024-skm-ursus-500m-ID4nwby
Kredyt 2%|50m2| 2Pokoje| Bemowo|,"ul. Wrocławska, Bemowo-Lotnisko, Bemowo, Warszawa, mazowieckie",719 000 zł,/pl/oferta/kredyt-2-50m2-2pokoje-bemowo-ID4nx8S
"Okazja 2 pok. 590tys. zł Metro, Targówek","ul. Rzepichy, Bródno-Podgrodzie, Targówek, Warszawa, mazowieckie",590 889 zł,/pl/oferta/okazja-2-pok-590tys-zl-metro-targowek-ID4na6c
"Targówek 2 pok. 576tys. zł, dużo słońca, Metro","ul. Rzepichy, Bródno-Podgrodzie, Targówek, Warszawa, mazowieckie",576 290 zł,/pl/oferta/targowek-2-pok-576tys-zl-duzo-slonca-metro-ID4na6d
NOWOŚĆ***10minCENTRUM*Wysokie291cm*Balkon20m2,"Raków, Włochy, Warszawa, mazowieckie",1 000 000 zł,/pl/oferta/nowosc10mincentrumwysokie291cmbalkon20m2-ID4nxi9
NOWOŚĆ!!!*291cmWysokie*10minDoCENTRUM*Tramwaj,"Raków, Włochy, Warszawa, mazowieckie",1 100 000 zł,/pl/oferta/nowosc-291cmwysokie10mindocentrumtramwaj-ID4nxi2
Dwupoziomowe mieszkanie na Woli,"ul. Sokołowska, Ulrychów, Wola, Warszawa, mazowieckie",990 000 zł,/pl/oferta/dwupoziomowe-mieszkanie-na-woli-ID4mEQb
4 pokoje ~ GARDEROBA ~ OGRÓD ul. Płochocińska,"ul. Płochocińska, Szamocin, Białołęka, Warszawa, mazowieckie","926 453,40 zł",/pl/oferta/4-pokoje-garderoba-ogrod-ul-plochocinska-ID4niyy
"Apartament z pięknym Tarasem, UNIKAT !!","ul. Korkowa, Marysin Wawerski, Wawer, Warszawa, mazowieckie",819 900 zł,/pl/oferta/apartament-z-pieknym-tarasem-unikat-ID4nwPz
"Rozkładowe, ciche, piękny widok, BEZPOŚREDNIO","ul. Marii Dąbrowskiej, Chomiczówka, Bielany, Warszawa, mazowieckie",745 000 zł,/pl/oferta/rozkladowe-ciche-piekny-widok-bezposrednio-ID4ntkN
"ul. Okińskiego /Rakowiec, 2 oddzielne pokoje, 37m2","ul. Władysława Okińskiego, Rakowiec, Ochota, Warszawa, mazowieckie",640 000 zł,/pl/oferta/ul-okinskiego-rakowiec-2-oddzielne-pokoje-37m2-ID4nwAh
"M4 Mokotów 86m2, 3 sypialnie + salon, taras 30m","ul. Cybernetyki, Służewiec, Mokotów, Warszawa, mazowieckie",1 500 000 zł,/pl/oferta/m4-mokotow-86m2-3-sypialnie-salon-taras-30m-ID4mt8V
"REZERWACJA, gotowe do zamieszkania, 2 pokoje","Szamoty, Ursus, Warszawa, mazowieckie",680 000 zł,/pl/oferta/rezerwacja-gotowe-do-zamieszkania-2-pokoje-ID4nv1N
Wyjątkowy apartament Attic Art przy Królikarni,"Wierzbno, Mokotów, Warszawa, mazowieckie",1 149 000 zł,/pl/oferta/wyjatkowy-apartament-attic-art-przy-krolikarni-ID4ntKH
Dwupoziomowe mieszkanie na Ursynowie!,"ul. rtm. Witolda Pileckiego, Stary Imielin, Ursynów, Warszawa, mazowieckie",1 125 000 zł,/pl/oferta/dwupoziomowe-mieszkanie-na-ursynowie-ID4ndnI
REZERWACJA Rezerwacja ul.Saska 38.5m2 plus Balkon,"ul. Saska 48a, Saska Kępa, Praga-Południe, Warszawa, mazowieckie",529 900 zł,/pl/oferta/rezerwacja-rezerwacja-ul-saska-38-5m2-plus-balkon-ID4ns9G
Bezpośrednio - oddanie listopad 2023 - Metro Art 2,"ul. Żupnicza, Kamionek, Praga-Południe, Warszawa, mazowieckie",1 199 000 zł,/pl/oferta/bezposrednio-oddanie-listopad-2023-metro-art-2-ID4mamc
"Bezpośrednio Wola 49,05m2 przy stacji metra Młynów","ul. Górczewska 18, Ulrychów, Wola, Warszawa, mazowieckie",720 000 zł,/pl/oferta/bezposrednio-wola-49-05m2-przy-stacji-metra-mlynow-ID4npE1
*** WAWER - 4-pokojowe mieszkanie - WYKOŃCZONE ***,"Międzylesie, Wawer, Warszawa, mazowieckie",933 558 zł,/pl/oferta/wawer-4-pokojowe-mieszkanie-wykonczone-ID4nhnT
"Komfortowe, jasne 2pok w Wilanowie.","al. Aleja Rzeczypospolitej, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",849 000 zł,/pl/oferta/komfortowe-jasne-2pok-w-wilanowie-ID4nnRm
Penthouse | Taras na dachu | Serce Żoliborza,"park Żołnierzy Żywiciela, Stary Żoliborz, Żoliborz, Warszawa, mazowieckie",6 500 000 zł,/pl/oferta/penthouse-taras-na-dachu-serce-zoliborza-ID44fnm
"Piękna Kamienica Przy Ul. Parkowej, Widok Na Park","Ujazdów, Śródmieście, Warszawa, mazowieckie",3 000 000 zł,/pl/oferta/piekna-kamienica-przy-ul-parkowej-widok-na-park-ID4gZlM
2 Pokoje + Kuchnia do wejścia Metro Bemowo,"ul. gen. Waleriana Czumy, Jelonki Północne, Bemowo, Warszawa, mazowieckie",730 000 zł,/pl/oferta/2-pokoje-kuchnia-do-wejscia-metro-bemowo-ID4mXAk
Narożne - Metro Art 2 - garaż - 2 balkony,"ul. Żupnicza, Grochów, Praga-Południe, Warszawa, mazowieckie",1 199 000 zł,/pl/oferta/narozne-metro-art-2-garaz-2-balkony-ID4lMxI
"1pok*34,72mkw*b.ciche*z widokiem na Wisłę","ul. Romana Maciejewskiego, Tarchomin, Białołęka, Warszawa, mazowieckie",519 000 zł,/pl/oferta/1pok34-72mkwb-cichez-widokiem-na-wisle-ID4niw2
"Mieszkanie, 55,50 m², Warszawa","Szczęśliwice, Ochota, Warszawa, mazowieckie",915 000 zł,/pl/oferta/mieszkanie-55-50-m-warszawa-ID4nwag
2- Pokojowy Apartament W Prestiżowej Lokalizacji.,"Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",1 953 000 zł,/pl/oferta/2-pokojowy-apartament-w-prestizowej-lokalizacji-ID4mSXu
2-pokojowe mieszkanie 35m2 + balkon,"ul. Chełmżyńska, Kawęczyn-Wygoda, Rembertów, Warszawa, mazowieckie",440 481 zł,/pl/oferta/2-pokojowe-mieszkanie-35m2-balkon-ID4ltNR
3pok z ogródkiem| SKM i KM|13min do Centrum| cena!,"Gocławek, Praga-Południe, Warszawa, mazowieckie","824 947,20 zł",/pl/oferta/3pok-z-ogrodkiem-skm-i-km-13min-do-centrum-cena-ID4nx3J
"4-pokojowy apartament przy ul. Bruzdowej, Wilanów","ul. Bruzdowa, Zawady, Wilanów, Warszawa, mazowieckie",1 650 000 zł,/pl/oferta/4-pokojowy-apartament-przy-ul-bruzdowej-wilanow-ID4nkHJ
Unikat. Żoliborz. Dwa pokoje. Wyspiańskiego.,"ul. Stanisława Wyspiańskiego, Stary Żoliborz, Żoliborz, Warszawa, mazowieckie",1 140 000 zł,/pl/oferta/unikat-zoliborz-dwa-pokoje-wyspianskiego-ID4nwBn
"3 pokoje, przestronne, 2x miejsce parkingowe","ul. Odkryta, Nowodwory, Białołęka, Warszawa, mazowieckie",730 000 zł,/pl/oferta/3-pokoje-przestronne-2x-miejsce-parkingowe-ID4nfhw
Gotowe bezpośrednio przy metro Szwedzka BK2%,"ul. Szwedzka 22B, Nowa Praga, Praga-Północ, Warszawa, mazowieckie",990 000 zł,/pl/oferta/gotowe-bezposrednio-przy-metro-szwedzka-bk2-ID4n7T8
"Wilanów, mieszkanie z ogródkiem, bezpośrednio","ul. Franciszka Klimczaka, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",900 000 zł,/pl/oferta/wilanow-mieszkanie-z-ogrodkiem-bezposrednio-ID4nxvB
Apartament skrajny z windą 4 pokoje bezpośrednio,"Żerań, Białołęka, Warszawa, mazowieckie",1 100 000 zł,/pl/oferta/apartament-skrajny-z-winda-4-pokoje-bezposrednio-ID4mUko
"Klimatyczne 226m2, 3 garderoby, ciche, jasne.","Skorosze, Ursus, Warszawa, mazowieckie",1 250 000 zł,/pl/oferta/klimatyczne-226m2-3-garderoby-ciche-jasne-ID4nrbS
5-pokojowe mieszkanie 116m2 + balkon,"ul. Herbu Oksza, Szamoty, Ursus, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/5-pokojowe-mieszkanie-116m2-balkon-ID4fEny
LOFT GARDEN Wesoła ETAP II 53-99m2 - apart. LOFT,"Zielona-Grzybowa, Wesoła, Warszawa, mazowieckie",998 700 zł,/pl/oferta/loft-garden-wesola-etap-ii-53-99m2-apart-loft-ID4m4MQ
Okazja inwestycyjna Kamienica 5 pokoi w Centrum,"al. Aleje Jerozolimskie, Filtry, Ochota, Warszawa, mazowieckie",2 490 000 zł,/pl/oferta/okazja-inwestycyjna-kamienica-5-pokoi-w-centrum-ID4njnA
Stylowy apartament,"ul. Cybernetyki, Służewiec, Mokotów, Warszawa, mazowieckie",1 497 000 zł,/pl/oferta/stylowy-apartament-ID4nq1e
"Mieszkanie, Śródmieście Al. Jerozolimskie 101","al. Aleje Jerozolimskie, Solec, Śródmieście, Warszawa, mazowieckie",1 229 000 zł,/pl/oferta/mieszkanie-srodmiescie-al-jerozolimskie-101-ID4ntJW
Sprzedam przestronne mieszkanie WARSZAWA WOLA!,"ul. Stańczyka 2, Odolany, Wola, Warszawa, mazowieckie",1 199 000 zł,/pl/oferta/sprzedam-przestronne-mieszkanie-warszawa-wola-ID4mspe
Kawalerka 21 m2 bliska Wola - lokal dla inwestora,"ul. Dzielna, Nowolipki, Wola, Warszawa, mazowieckie",599 000 zł,/pl/oferta/kawalerka-21-m2-bliska-wola-lokal-dla-inwestora-ID4lZyG
"Mieszkanie 2 pokoje, w pobliżu metro Bemowo","ul. Drogomilska 25, Jelonki Północne, Bemowo, Warszawa, mazowieckie",620 000 zł,/pl/oferta/mieszkanie-2-pokoje-w-poblizu-metro-bemowo-ID4nkzh
"Bezpośrednio 3 pokoje, piwnica, miejsce parkingowe","ul. Ignacego Paderewskiego, Stary Rembertów, Rembertów, Warszawa, mazowieckie",695 000 zł,/pl/oferta/bezposrednio-3-pokoje-piwnica-miejsce-parkingowe-ID4nqFQ
2 pokoje*przy parku*BEZ PROWIZJI!*,"ul. Emanuela Ringelbluma, Koło, Wola, Warszawa, mazowieckie",538 000 zł,/pl/oferta/2-pokojeprzy-parkubez-prowizji-ID4nxqo
"Bezpośrednio - mieszkanie 125m2, Wilanów-Zawady","ul. Syta, Zawady, Wilanów, Warszawa, mazowieckie",2 177 000 zł,/pl/oferta/bezposrednio-mieszkanie-125m2-wilanow-zawady-ID4mcq6
Na sprzedaż dwupoziomowe mieszkanie na Białołęce.,"ul. Przylesie 21, Dąbrówka Szlachecka, Białołęka, Warszawa, mazowieckie",675 000 zł,/pl/oferta/na-sprzedaz-dwupoziomowe-mieszkanie-na-bialolece-ID4mXAM
"Od właściciela, Nowe, Umeblowane, Mokotów - 48 m2","ul. Wynalazek, Służewiec, Mokotów, Warszawa, mazowieckie",1 200 000 zł,/pl/oferta/od-wlasciciela-nowe-umeblowane-mokotow-48-m2-ID4nxbV
Ursynów | Metro Imielin | 3 Pokoje | 63m2 | Balkon,"ul. Stefana Szolc-Rogozińskiego, Ursynów-Centrum, Ursynów, Warszawa, mazowieckie",770 000 zł,/pl/oferta/ursynow-metro-imielin-3-pokoje-63m2-balkon-ID4mF8j
NOWOŚĆ*291cmWysokie*Balkon30m*10minDoCENTRUM,"Raków, Włochy, Warszawa, mazowieckie",1 300 000 zł,/pl/oferta/nowosc291cmwysokiebalkon30m10mindocentrum-ID4nxhW
**PRZEDSPRZEDAŻ*290cmWysokie*DużyBalkon*Tramwaj**,"Raków, Włochy, Warszawa, mazowieckie",750 000 zł,/pl/oferta/przedsprzedaz290cmwysokieduzybalkontramwaj-ID4nxhA
"Kawalerka z ogródkiem Tarchomin, blisko metro","ul. Talarowa, Tarchomin, Białołęka, Warszawa, mazowieckie",404 300 zł,/pl/oferta/kawalerka-z-ogrodkiem-tarchomin-blisko-metro-ID4nxhw
Warszawa-Wola-ul. Grenady 26m2,"ul. Grenady, Młynów, Wola, Warszawa, mazowieckie",365 000 zł,/pl/oferta/warszawa-wola-ul-grenady-26m2-ID4nv6d
2-pokoje na II piętrze - ROZKŁADOWE - Płochocińska,"ul. Płochocińska, Szamocin, Białołęka, Warszawa, mazowieckie","478 405,50 zł",/pl/oferta/2-pokoje-na-ii-pietrze-rozkladowe-plochocinska-ID4niy0
PRZESTRONNE 2-pokoje || I piętro || Płochocińska,"ul. Płochocińska, Szamocin, Białołęka, Warszawa, mazowieckie",598 180 zł,/pl/oferta/przestronne-2-pokoje-i-pietro-plochocinska-ID4niqn
Nowoczesne dwupoziomowe mieszkanie w przedwojennej,"Grochów, Praga-Południe, Warszawa, mazowieckie",1 970 600 zł,/pl/oferta/nowoczesne-dwupoziomowe-mieszkanie-w-przedwojennej-ID4nseO
BEZPOŚREDNIO OD właściciela nowy apartament OKAZJA,"ul. Marcina Kasprzaka, Czyste, Wola, Warszawa, mazowieckie",999 000 zł,/pl/oferta/bezposrednio-od-wlasciciela-nowy-apartament-okazja-ID4ntzc
"Trzypokojowe 50m2, Plac Wojska Polskiego - Wesoła","pl. Plac Wojska Polskiego, Plac Wojska Polskiego, Wesoła, Warszawa, mazowieckie",460 000 zł,/pl/oferta/trzypokojowe-50m2-plac-wojska-polskiego-wesola-ID4nlpm
BEZ POŚREDNIKÓW. Nowe 2 pokojowe m z loggia,"ul. Kokoryczki, Gocławek, Praga-Południe, Warszawa, mazowieckie",749 000 zł,/pl/oferta/bez-posrednikow-nowe-2-pokojowe-m-z-loggia-ID4nrB6
2pok|zielone Bielany|super miejsce dla rodzin|cena,"Wólka Węglowa, Bielany, Warszawa, mazowieckie",558 174 zł,/pl/oferta/2pok-zielone-bielany-super-miejsce-dla-rodzin-cena-ID4nx2D
"Mieszkanie od właściciela, 2 pok., Bielany, niedal","ul. Heroldów, Młociny, Bielany, Warszawa, mazowieckie",639 000 zł,/pl/oferta/mieszkanie-od-wlasciciela-2-pok-bielany-niedal-ID4mTUZ
"Bukowińska 26b, METRO, OCHRONA, KLIMA, 2 Pokoje","ul. Bukowińska, Ksawerów, Mokotów, Warszawa, mazowieckie",1 180 000 zł,/pl/oferta/bukowinska-26b-metro-ochrona-klima-2-pokoje-ID4mCNE
3pok w świetnej cenie| Wilanów|super dla rodzin,"Zawady, Wilanów, Warszawa, mazowieckie",703 906 zł,/pl/oferta/3pok-w-swietnej-cenie-wilanow-super-dla-rodzin-ID4nx2c
3-pokojowe mieszkanie 63m2 + balkon Bez Prowizji,"ul. Bodzanty, Odolany, Wola, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/3-pokojowe-mieszkanie-63m2-balkon-bez-prowizji-ID4lgdv
2-pokojowe mieszkanie 42m2 + balkon Bezpośrednio,"ul. Bodzanty, Odolany, Wola, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/2-pokojowe-mieszkanie-42m2-balkon-bezposrednio-ID4lgcV
"Sprzedam mieszkanie dwupokojowe 46,5 m2 Mokotów","ul. Obrzeżna 3, Służew, Mokotów, Warszawa, mazowieckie",870 000 zł,/pl/oferta/sprzedam-mieszkanie-dwupokojowe-46-5-m2-mokotow-ID4mXgj
"Bezpośrednio, piękne mieszkanie na Żoliborzu","Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie",1 599 000 zł,/pl/oferta/bezposrednio-piekne-mieszkanie-na-zoliborzu-ID4mGaY
2-pok. 59m2 ul.Górna Droga 2001 r.,"ul. Górna Droga, Czechowice, Ursus, Warszawa, mazowieckie",680 000 zł,/pl/oferta/2-pok-59m2-ul-gorna-droga-2001-r-ID4nqLs
Ząbkowska 2 pokoje w kamienicy,"Stara Praga, Praga-Północ, Warszawa, mazowieckie",882 000 zł,/pl/oferta/zabkowska-2-pokoje-w-kamienicy-ID4n2jE
NOWE OSIEDLE ul. PŁOCHOCIŃSKA - 3 pokoje - 64 mkw,"ul. Płochocińska, Szamocin, Białołęka, Warszawa, mazowieckie","613 987,50 zł",/pl/oferta/nowe-osiedle-ul-plochocinska-3-pokoje-64-mkw-ID4nhqj
Wałbrzyska 21 - Nowa Inwestycja - 36 M2,"ul. Wałbrzyska, Służew, Mokotów, Warszawa, mazowieckie",901 380 zł,/pl/oferta/walbrzyska-21-nowa-inwestycja-36-m2-ID4nx45
Penthouse - 224 m2 komfort i design,"ul. Fort Piłsudskiego, Stegny, Mokotów, Warszawa, mazowieckie",8 500 000 zł,/pl/oferta/penthouse-224-m2-komfort-i-design-ID41cq5
Apartement 4 pokojowy z widokiem na drzewa / bezp.,"ul. Dzieci Warszawy, Skorosze, Ursus, Warszawa, mazowieckie",1 375 000 zł,/pl/oferta/apartement-4-pokojowy-z-widokiem-na-drzewa-bezp-ID4nxbm
4 pokojowe mieszkanie niedaleko stacji metra!,"ul. Przy Agorze, Wrzeciono, Bielany, Warszawa, mazowieckie",949 000 zł,/pl/oferta/4-pokojowe-mieszkanie-niedaleko-stacji-metra-ID4mF0e
3pok*49mkw*Wola*po generalnym remoncie,"ul. Jana Olbrachta, Ulrychów, Wola, Warszawa, mazowieckie",819 000 zł,/pl/oferta/3pok49mkwwolapo-generalnym-remoncie-ID4njGr
"2pok*48,4mkw*doskonała lokalizacja*przy metrze","Bródno-Podgrodzie, Targówek, Warszawa, mazowieckie",549 000 zł,/pl/oferta/2pok48-4mkwdoskonala-lokalizacjaprzy-metrze-ID4n7KE
#BEZPOŚREDNIO: 4 pokoje w wysokim standardzie,"ul. Bokserska, Wyczółki, Ursynów, Warszawa, mazowieckie",1 397 000 zł,/pl/oferta/bezposrednio-4-pokoje-w-wysokim-standardzie-ID4mOpI
"Gotowe, wysoki standard, metro Wawrzyszew","Wawrzyszew, Bielany, Warszawa, mazowieckie",885 000 zł,/pl/oferta/gotowe-wysoki-standard-metro-wawrzyszew-ID4ng0J
2 pokoje po remoncie Saska Kępa,"ul. Zwycięzców, Saska Kępa, Praga-Południe, Warszawa, mazowieckie",599 000 zł,/pl/oferta/2-pokoje-po-remoncie-saska-kepa-ID4ngja
1-pokojowe mieszkanie 37m2 Bez Prowizji,"ul. Ciepła, Mirów, Wola, Warszawa, mazowieckie",994 000 zł,/pl/oferta/1-pokojowe-mieszkanie-37m2-bez-prowizji-ID4fC0a
Praga - północ | 3 pok. | doskonała komunikacja,"ul. Targowa, Stara Praga, Praga-Północ, Warszawa, mazowieckie",759 000 zł,/pl/oferta/praga-polnoc-3-pok-doskonala-komunikacja-ID4ngfo
"Trzypokoje, dwa balkony, ul. Syta.","ul. Syta, Zawady, Wilanów, Warszawa, mazowieckie",1 100 000 zł,/pl/oferta/trzypokoje-dwa-balkony-ul-syta-ID4nwBo
Mieszkanie BEZPOŚREDNIO KAWALERKA Al.Jerozolimskie,"Stare Włochy, Włochy, Warszawa, mazowieckie",385 000 zł,/pl/oferta/mieszkanie-bezposrednio-kawalerka-al-jerozolimskie-ID4mWzO
