title,price,area,link1,rooms_No,ownership_form,interior_state,balcony,parking_space,description,link2,street,nbrhood,district,city,vvdship,timestamp
Mieszkanie 2 pokojowe na sprzedaż Barei 49m2,599000,49.0,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-na-sprzedaz-barei-49m2-ID4nw78,2,pełna własność,no data,no data,no data,"Oferuję dwupokojowe mieszkanie o powierzchni 49 m2  z balkonem i zamykaną piwnicą pod budynkiem wraz z windą. Mieszkanie znajdujące się na 1 piętrze przy ulicy Barei w Warszawie, Tarchomin, Białołęka. Mieszkanie usytuowane jest na zamkniętym, chronionym osiedlu z lat 2003. Nieruchomość mieści się w odległości 300m od głównej ulicy Światowida, 10 min. od Metra Młociny i 30 minut od centrum Warszawy. Lokalizacja mieszkania jest niezwykle korzystna. W pobliżu znajdują się liczne sklepy: Biedronka, Pepcco, Rossman, gastronomia, punkty usługowe oraz przystanek autobus i tramwaj odległość 400m. Mieszkanie to jest idealnym rozwiązaniem dla osób, które chcą połączyć dobrą komunikację z bliskością natury. Na osiedlu są ogólnie  dostępne liczne miejsca postojowe.  Na mieszkanie o powierzchni 49 m2 składa się: - przestronny salon , sypialnia , oddzielna kuchnia ,  korytarz  z dużą szafą wnękową , - łazienka z wanną i prysznicem. Mieszkanie jest do odświeżenia. Zapraszam na prezentacje. Emanuel Stańczyk tel. 607 680 145 Mengs oferuje nie tylko usługi doświadczonych pośredników nieruchomości, za których pośrednictwem zakupicie, sprzedacie bądź wynajmiecie Państwo nieruchomość. Zachęcamy również do skorzystania z wiedzy naszych doświadczonych ekspertów kredytowych i ubezpieczeniowych, sprawdzonej ekipy remontowej oraz specjalistów od inwestycji prywatnych i firmowych. Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()",https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-na-sprzedaz-barei-49m2-ID4nw78,ul. Stanisława Barei, Nowodwory, Białołęka, Warszawa, mazowieckie,2023-10-12 15:53:10.016336
Warszawa – Mokotów – ul. Orzycka - 52m2,755000,52.0,https://www.otodom.pl/pl/oferta/warszawa-mokotow-ul-orzycka-52m2-ID4mqRP,2,pełna własność,do zamieszkania,balkon,no data,"Warszawa – Mokotów – ul. Orzycka - 52 m2  755 000 zł (do negocjacji)  Proponujemy Państwu na sprzedaż wyjątkowo klimatyczne, dwu pokojowe mieszkanie zlokalizowane przy ulicy Orzyckiej na Mokotowie. Lokal znajduję się na szóstym piętrze w trzynastopiętrowym apartamentowcu z 2002 roku. Całościowo 52 m2, w tym: przedpokój, salon, osobny pokój, kuchnia oraz łazienka z WC. Kuchnia wyposażona jest w nowoczesne sprzęty AGD m.in. pralkę w zabudowie, zmywarkę i piekarnik firmy Bosch i płytę indukcyjną firmy Samsung. Jasne, przytulne i pełne naturalnego światła wnętrza oferują doskonałe warunki do komfortowego życia. Własność z Księgą Wieczystą Mieszkanie jest w stanie do zamieszkania. W przedpokoju, kuchni i łazience na podłodze znajdują się płytki, w pozostałych pomieszczeniach panele. Okna PCV, szczelne. Dobry. Budynek powstał w 2002 roku i jest monitorowany przez ochronę. Nieruchomość zlokalizowana jest w jednym z najpiękniejszych miejsc na Mokotowie, nieopodal malowniczego Parku Dolinka Służewska, który oferuje nie tylko możliwość relaksu i wypoczynku, ale także aktywnej rekreacji wśród natury. W pobliżu budynku mieszczą się również liczne sklepy, modne restauracje i punkty usługowe. Nieopodal komunikacja miejska (150 m przystanek autobusowy, 1,5 km stacja metra Służew, 900 m przystanek tramwajowy). W niewielkiej odległości umiejscowiona jest Galeria Mokotów.",https://www.otodom.pl/pl/oferta/warszawa-mokotow-ul-orzycka-52m2-ID4mqRP,ul. Orzycka, Służew, Mokotów, Warszawa, mazowieckie,2023-10-12 15:53:10.016336
Dolinka Służewiecka |4 min metro | wysoki standard,1863000,81.0,https://www.otodom.pl/pl/oferta/dolinka-sluzewiecka-4-min-metro-wysoki-standard-ID4nw9F,3,pełna własność,do zamieszkania,no data,garaż/miejsce parkingowe,"Biuro nieruchomości Pure Estates ma przyjemność zaprezentować na sprzedaż , wykończony z dbałością o szczegóły, zlokalizowany w okolicy pełnej zieleni -     Nieruchomość położona na 1 z 6 pięter, w budynku  . Na powierzchnię 80,7 m2 składają się: - część dzienna, ok. 34 m2: salon połączony z dużym, w pełni wyposażonym aneksem kuchennym z wyjściem na loggie (5,60 m2 - możliwość pełnego zamknięcia panelami szklanymi). - główna sypialnia - ok. 19.5 m2 - z  - sypialnia - ok. 13,5 m2  -  łazienka ""gościnna"" - 2,30 m2 z prysznicem - łazienka główna - 5 m2 - z prysznicem - garderoba - 3 m2  - hall - 4m. Do apartamentu należy   o powierzchni 2,93m2 - dodatkowo płatne - 80 000 zł.  Mieszkanie  salonu, dobrze doświetlone,    z każdego okna. Zostało  zaprojektowane przez architekta wnętrz i wykończone   (olejowana podłoga dębowa szwajcarskiej firmy Bauwerk), drzwi wewnętrzne licowane ze ścianą włoskiej firmy Barausse,  kuchnia i meble łazienkowe robione na zamówienie, blat ze spieku kwarcowego firmy Laminam. W salonie ukryty w suficie ekran do oglądania filmów wraz z okablowaniem do kina domowego.  Doskonała lokalizacja:   . Cicha i spokojna okolica. Ogromnym atutem jest sąsiedztwo Dolinki Służewieckiej ze stawami, siedliskami bobrów i dzikich ptaków. W sąsiedztwie liczne place zabaw, 3 orliki,  Służewski Dom Kultury, sklepy, szkoły i przedszkola.  Serdecznie zapraszam do kontaktu i umówienia prezentacji w dogodnym dla Państwa terminie.",https://www.otodom.pl/pl/oferta/dolinka-sluzewiecka-4-min-metro-wysoki-standard-ID4nw9F,no info,Służew, Mokotów, Warszawa, mazowieckie,2023-10-12 15:53:10.016336
"3-pokojowe, rozkładowe przy ul. Tamka.",990000,53.5,https://www.otodom.pl/pl/oferta/3-pokojowe-rozkladowe-przy-ul-tamka-ID4nw71,3,no data,do remontu,balkon,no data,", mieszkanie na ul. Tamka, w bezpośrednim sąsiedztwie . Do mieszkania przynależy  .  Mieszkanie z   i niezwykle  .   Na podłodze parkiet - wymaga cyklinowania.  - ok. 2,5 m2 245 cm. - mieszkańcy parkują za szlabanem, miejsca nie są przypisane do mieszkania.    - odrębna nieruchomość, założona Księga Wieczysta,  .  to jedna z najbardziej prestiżowych i najchętniej wybieranych lokalizacji.  praktycznie w zasięgu wzroku. Kilka  - m.in. Park K. Beyera, Park Marszałka Rydza-Śmigłego, Park Janiny Porazińskiej.  Niewątpliwą zaletą mieszkania w tym miejscu jest również dostęp do   - restauracje, kawiarnie oraz punkty usługowe.",https://www.otodom.pl/pl/oferta/3-pokojowe-rozkladowe-przy-ul-tamka-ID4nw71,ul. Tamka, Powiśle, Śródmieście, Warszawa, mazowieckie,2023-10-12 15:53:10.016336
Apartament na Mokotowie z Tarasem,3287340,156.0,https://www.otodom.pl/pl/oferta/apartament-na-mokotowie-z-tarasem-ID4nw9B,4,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,"Mamy przyjemność zaprezentować Państwu wyjątkową ofertę luksusowego mieszkania o trzech sypialniach, dwóch łazienkach, i toaletą dla gości oraz salonie połączonym z kuchnią i dodatkową spiżarnią. To wyjątkowe mieszkanie posiada taras oraz sypialnię typu Master z prywatną łazienką oraz garderobą. Lokal znajduje się na zamkniętym osiedlu z wideodomofonem, wszystko wykonane w nowoczesnym i luksusowym stylu. Główne Cechy Mieszkania:",https://www.otodom.pl/pl/oferta/apartament-na-mokotowie-z-tarasem-ID4nw9B,no info,Wierzbno, Mokotów, Warszawa, mazowieckie,2023-10-12 15:53:10.016336
Dwupokojowe w Triton Park,800000,48.9,https://www.otodom.pl/pl/oferta/dwupokojowe-w-triton-park-ID4naqU,2,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,no data,https://www.otodom.pl/pl/oferta/dwupokojowe-w-triton-park-ID4naqU,ul. Grójecka, Szczęśliwice, Ochota, Warszawa, mazowieckie,2023-10-12 15:53:10.016336
Wyjątkowe mieszkanie na Wilanowie bez prowizji.,975000,49.3,https://www.otodom.pl/pl/oferta/wyjatkowe-mieszkanie-na-wilanowie-bez-prowizji-ID4mFt0,2,pełna własność,do zamieszkania,"balkon, taras",garaż/miejsce parkingowe,"Posiadamy klucze do mieszkania. Na sprzedaż   ciche mieszkanie urządzone w wysokim standardzie przy ulicy Aleksandra Gieysztora 2 na Wilanowie. Nowoczesny apartamentowiec z dużym, zielonym patio. Całodobowa ochrona i monitoring. Budynek nagrodzony za architekturę przez Prezydenta Miasta Stołecznego Warszawy. Mieszkanie składa się z: Bezpieczna, nowoczena i zadbana dzielnica. W bezpośrednim sąsiedztwie: Bogata infrastruktura handlowo usługowa oraz komunikacyjna. Bezpośrednie połączenie autobusowe do Centrum oraz do metra Wilanowska, a przyszłym roku tramwaj do Centrum. W garażu podziemnym między wejściem do windy, a wyjazdem niestandardowe, bardzo szerokie miejsce parkingowe dodatkowo płatne 60 000 PLN, oraz komórka lokatorska o metrażu 4,6 m2 płatna 20 000 PLN. Niski czynsz administracyjny. Zdecydowanie polecam.",https://www.otodom.pl/pl/oferta/wyjatkowe-mieszkanie-na-wilanowie-bez-prowizji-ID4mFt0,ul. Aleksandra Gieysztora, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie,2023-10-12 15:53:10.016336
"Mieszkanie, 58,68 m², Warszawa",895000,58.68,https://www.otodom.pl/pl/oferta/mieszkanie-58-68-m-warszawa-ID4nw6X,3,no data,do zamieszkania,balkon,no data,"Do sprzedaży 3 - pokojowe mieszkanie ze sporym balkonem (4m2) na Saskiej Kępie - świetne pod inwestycję lub dla rodziny. Mieszkanie jest w pełni wyremontowane, nowe meble i sprzęty! pełna własność, nieobciążona hipoteka Rozkład: - przedpokój z szafą, - salon z sofą i z jadalnią, - sypialnia z dużą szafą i podwójnym łóżkiem, - pokój z rozkładanym łóżkiem, - oddzielna, w pełni wyposażona kuchnia, - łazienka z prysznicem typu walk-in, - toaleta. czynsz administracyjny - 700 PLN (w tym ogrzewanie, woda i śmieci)  Budynek z lat 80-tych, czysta klatka, winda, dookoła sporo zieleni Wokół budynku dostępne bezpłatne miejsca parkingowe Świetna lokalizacja! Budynek z lat 80-tych, czysta klatka, winda, dookoła sporo zieleni. Wokół budynku dostępne miejsca parkingowe.   W pobliżu Most Łazienkowski, kilka kroków od budynku przystanki autobusowe Saska (linie:141,143,151,182,188,411,502,514,520,523,525,N25,111,123,147,507,509,N02,N22,N72,411,E1).  Blisko szkoła podstawowa, liceum ogólnokształcące, kilka przedszkoli, PROM Kultury Saska Kępa, sklepy, usługi, bazarek, apteka restauracje, stacja benzynowa, skwer, plaże nad Wisłą. Zapraszam na prezentację. For sale 3 - room apartment with a large balcony (4m2) on Saska Kepa - great for investment or for a family. The apartment is fully renovated, new furniture and appliances! full ownership, unencumbered mortgage Layout: - hall with closet, - living room with sofa and with dining area, - bedroom with large closet and double bed, - room with folding bed, - separate fully equipped kitchen, - bathroom with walk-in shower, - toilet. Administrative rent - 700 PLN (including heating, water and garbage) Building from the 80's, clean staircase, elevator, lots of greenery around Free parking spaces available around the building Great location! Building from the 80's, clean staircase, elevator, lots of greenery around. Parking spaces available around the building.   Nearly Łazienkowski Bridge, a few steps from the building bus stops Saska (lines:141,143,151,182,188,411,502,514,520,523,525,N25,111,123,147,507,509,N02,N22,N72,411,E1).  Close to elementary school, high school, several kindergartens, PROM Kultury Saska Kępa, stores, services, bazaar, pharmacy restaurants, gas station, square, beaches on the Vistula River. I invite you to the presentation.",https://www.otodom.pl/pl/oferta/mieszkanie-58-68-m-warszawa-ID4nw6X,al. Aleja Stanów Zjednoczonych, Grochów, Praga-Południe, Warszawa, mazowieckie,2023-10-12 15:53:10.016336
3 pokoje gotowe do zamieszkania na Kamionku,1245000,64.0,https://www.otodom.pl/pl/oferta/3-pokoje-gotowe-do-zamieszkania-na-kamionku-ID4nw6Q,3,pełna własność,do zamieszkania,no data,no data,"Sprzedaż | mieszkanie | 3 pokoje | idealne dla rodziny| do zamieszkania | 64m2 | Praga Południe | Kamionek Przedmiotem sprzedaży jest wyjątkowe mieszkanie przy ulicy Gocławskiej w budynku z 2013 r. o powierzchni użytkowej 63,99 m2, składający się z: - salonu z  aneksem kuchennym - sypialni, - sypialni, - łazienki - hallu, - balkonu Ekspozycja okien: wschód, zachód Standard wykończenia mieszkania: Ściany - gładź gipsowa; Podłogi - gres; Okna - PCV; drzwi antywłamaniowe. Wysokość pomieszczeń: 2,70 m. Przyległości: miejsca postojowe w garażu podziemnym (dodatkowo płatne , każde 35 000,00 PLN). Atuty nieruchomości: • Indywidualnie zaprojektowane mieszkanie, niepowtarzalny wystrój, • Funkcjonalnie zaprojektowane osiedle, • Wysoki standard wykończenia, • Wysokość pomieszczeń 2,70 Lokalizacja: W najbliższej okolicy w odległości ok. 300 m znajdują się przystanki linii tramwajowych miejskich, bliskość główny arterii miasta zapewnia sprawny dojazd do każdej dzielnicy. Bardzo dobrze funkcjonująca infrastruktura usługowo - handlowa oraz edukacyjna.  Zakup nieruchomości w tej lokalizacji jest świetną alternatywa dla osób ceniących sobie spokój z jednocześnie bardzo dobrym dojazdem do centrum. Zapraszam na prezentację, * Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu art. 66 Kodeksu Cywilnego.",https://www.otodom.pl/pl/oferta/3-pokoje-gotowe-do-zamieszkania-na-kamionku-ID4nw6Q,ul. Gocławska, Kamionek, Praga-Południe, Warszawa, mazowieckie,2023-10-12 15:53:10.016336
Bezposrednio atrakcyjne bezczynszowe,799900,75.0,https://www.otodom.pl/pl/oferta/bezposrednio-atrakcyjne-bezczynszowe-ID4nhzO,3,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,"Atrakcyjne, słoneczne mieszkanie z 3 niezależnymi pokojami. Wykończone w wysokim standardzie, nie wymaga nakładów, do wejścia od zaraz. Kuchnia zamknięta z oknem. Mieszkanie bardzo ciepłe, niskie koszty utrzymania.    Własny piec=  oprócz sypialni=kaloryfery. Brak ścian z sąsiadami=  Wokół pełna infrastruktura, można obyć się bez samochodu. Przedszkole naprzeciwko, sklepy Lewiatan, Stokrotka, Zabka, apteka, pizzerie, sushi. Szkoła podstawowa ok 1 km. Niedaleko rzeczka i las. Dużo terenów na spacery i aktywności na świeżym powietrzu.  Własnych strych jako powierzchnia dodatkowa. Miejsce parkingowe dodatkowo płatne – 20 000. Idealne pod inwestycję lub dla rodziny.    Zapraszam do obejrzenia.",https://www.otodom.pl/pl/oferta/bezposrednio-atrakcyjne-bezczynszowe-ID4nhzO,no info,Śródmieście Północne, Śródmieście, Warszawa, mazowieckie,2023-10-12 15:53:10.016336
Złota 44 | 160 m2 | 4 pokoje | 3 łazienki |,9500000,160.0,https://www.otodom.pl/pl/oferta/zlota-44-160-m2-4-pokoje-3-lazienki-ID4cKou,4,pełna własność,do zamieszkania,"ogródek, taras",garaż/miejsce parkingowe,"Na sprzedaż wyjątkowy w pełni wyposażony i umeblowany 4 pokojowy apartament urządzony w najwyższym standardzie premium, mieszczący się na 30 piętrze w najbardziej prestiżowym budynku w Polsce przy ulicy Złotej 44. Z apartamentu rozciąga się przepiękny widok na centrum Warszawy. Apartament jest umeblowany i gotowy do zamieszkania. W skład apartamentu wchodzi przestronny salon z jadalnią i otwartą kuchnią, gabinet oraz 2 sypialnie. W apartamencie znajdują się również 3 łazienki, każda wyposażona w prysznic lub wannę. Na terenie budynku do wyłącznej dyspozycji mieszkańców Złotej 44 znajduje się 1800 m2 piętra rekreacyjnego, na który, znajdziemy 25 m basen, dużą siłownie, dwie sauny fińska i parową, całoroczne jacuzzi z widokiem na Pałac Kultury, ogród o powierzchni 800 m2, strefę relaksu, dwie sale konferencyjne do spotkań z klientami, piwniczki na wina oraz prywatna sale kinową z symulatorem do gry w golfa. To wszystko do Państwa wyłącznej dyspozycji.",https://www.otodom.pl/pl/oferta/zlota-44-160-m2-4-pokoje-3-lazienki-ID4cKou,ul. Złota, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie,2023-10-12 15:53:10.016336
"Mieszkanie 2 pokojowe, przy Starym Mieście.",1250000,50.36,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-przy-starym-miescie-ID4ney5,2,pełna własność,do remontu,no data,no data,"Nieruchomość znajduje w dzielnicy Śródmieście, 270 m od Starego Miasta, 900 m od Zamku Królewskiego. Główne atuty nieruchomości:  • prestiżowa lokalizacja • doskonała komunikacja z centrum • rozkład pomieszczeń Nieruchomość złożona z:  • salon 22 m.kw • sypialnia 14 m.kw • kuchnia zamykana z oknem 7 m.kw • łazienka 5,36 m.kw • przedpokój 2 m.kw  W skład nieruchomości wchodzi też: • komórka lokatorska Typ ogrzewania: ogrzewanie miejskie.  Typ własności: własność.  Mieszkanie  o pow 50,36 mkw,składa się z salonu, sypialni, oddzielnej kuchni  zamykanej z oknem, przedpokoju i łazienki.  Usytuowane na parterze,trzypiętrowego budynku mieszkalnego. Wszystkie media miejskie. Ekspozycja południowo-wschodnia. Mieszkanie jest ciepłe zimą a latem panuje w nim przyjemny chłód. Mieszkanie wymaga odnowienia, jednak to umożliwi dowolną aranżację wnętrz. Mieszkanie  znajduje sie w cichej i doskonałej okolicy.W pobliżu  pełna infrastruktura, szkoły, przedszkola,sklepy, restauracje, tereny zielone. Bardzo dobra komunikacja miejska autobusowa, tramwajowa,metro. Zapraszam na prezentację ZADZWOŃ: 668 862 832. Czekamy na telefon od Ciebie.  --- Zakup lub najem nieruchomości przez Agencję Metrohouse to: • największy wybór na rynku • elastyczne podejście do Klienta • bezpieczeństwo transakcji • możliwość skorzystania z szerokiej oferty kredytów gotówkowych i hipotecznych • doświadczeni doradcy Czy wiesz, że możemy przygotować dla Ciebie prezentację on-line nieruchomości? Skontaktuj się z naszym Agentem i zapytaj o szczegóły. Pomimo, iż Doradcy Metrohouse przykładają szczególną staranność do rzetelnego prezentowania informacji o nieruchomości, nie zawsze jest możliwa weryfikacja wszystkich danych przekazanych od osób trzecich. Niniejsza prezentacja oferty nie jest ofertą w rozumieniu Kodeksu Cywilnego i ma charakter wyłącznie informacyjny.",https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-przy-starym-miescie-ID4ney5,ul. Świętojerska, Nowe Miasto, Śródmieście, Warszawa, mazowieckie,2023-10-12 15:53:10.016336
Apartament z Recepcją blisko Centrum ! WYKOŃCZONY,415000,29.0,https://www.otodom.pl/pl/oferta/apartament-z-recepcja-blisko-centrum-wykonczony-ID3C7RK,1,pełna własność,do wykończenia,"balkon, taras",garaż/miejsce parkingowe,"1 pokój 26 m2- od 377 000 zł  WYSOKA JAKOŚĆ WYKOŃCZENIA oferta dopasowana do wymagań osób ceniących komfort i niezależność. Apartamenty znajdują się blisko centrum Warszawy. Urządzone ze smakiem, mogą być wynajęte zarówno jak pokój hotelowy na weekend, jak i wygodne mieszkanie na pobyt długoterminowy. Komfortowe mieszkania z sypialnią, salonem z aneksem kuchennym,miejscem do pracy, strefą wypoczynku i balkonem. Dbamy również o osoby pracujące w czasie podróży,udostępniając całodobowe lobby wyposażone w komputery z dostępem do szybkiego Internetu. Oferta idealna dla przedstawicieli biznesu, poszukujących niezależnego mieszkania o wysokim standardzie w Warszawie – w dobrej lokalizacji o odpowiedniej infrastrukturze.  Komfortowe, kompletnie wyposażone apartamenty dostępne są na wynajem krótko i długoterminowy. Posiadamy szeroką ofertę mieszkań o różnej powierzchni, od 21 m2 do 60 m2. Apartamenty objęte są serwisem w jakości pięciogwiazdkowego hotelu, który obejmuje usługi concierge, sprzątanie, całodobową recepcję itp. Zapraszam serdecznie do oglądania - tel.501-605-593",https://www.otodom.pl/pl/oferta/apartament-z-recepcja-blisko-centrum-wykonczony-ID3C7RK,al. Aleje Jerozolimskie, Raków, Włochy, Warszawa, mazowieckie,2023-10-12 15:53:10.016336
Pięknie wykończone 30m2+klima Blisko Centrum,415000,29.9,https://www.otodom.pl/pl/oferta/pieknie-wykonczone-30m2-klima-blisko-centrum-ID4cQEX,1,pełna własność,do zamieszkania,no data,garaż/miejsce parkingowe,"oferta dopasowana do wymagań osób ceniących komfort i niezależność. Apartamenty znajdują się blisko centrum Warszawy. Urządzone ze smakiem, mogą być wynajęte zarówno jak pokój hotelowy na weekend, jak i wygodne mieszkanie na pobyt długoterminowy. Komfortowe mieszkania z sypialnią, salonem z aneksem kuchennym,miejscem do pracy, strefą wypoczynku i balkonem. Dbamy również o osoby pracujące w czasie podróży,udostępniając całodobowe lobby wyposażone w komputery z dostępem do szybkiego Internetu. Oferta idealna dla przedstawicieli biznesu, poszukujących niezależnego mieszkania o wysokim standardzie w Warszawie – w dobrej lokalizacji o odpowiedniej infrastrukturze.  Komfortowe, kompletnie wyposażone apartamenty dostępne są na wynajem krótko i długoterminowy. Posiadamy szeroką ofertę mieszkań o różnej powierzchni, od 21 m2 do 60 m2. Apartamenty objęte są serwisem w jakości pięciogwiazdkowego hotelu, który obejmuje usługi concierge, sprzątanie, całodobową recepcję itp.",https://www.otodom.pl/pl/oferta/pieknie-wykonczone-30m2-klima-blisko-centrum-ID4cQEX,no info,Czechowice, Ursus, Warszawa, mazowieckie,2023-10-12 15:53:10.016336
Gotowy Apartament-z meblami-Klimatyzacja-Recepcja,435000,32.0,https://www.otodom.pl/pl/oferta/gotowy-apartament-z-meblami-klimatyzacja-recepcja-ID3hWDC,1,pełna własność,no data,no data,garaż/miejsce parkingowe,"Apartamenty 1 i 2 pokojowe w budynku o bardzo wysokim standardzie: Wys. sufit w pomieszczeniach -  ., ,",https://www.otodom.pl/pl/oferta/gotowy-apartament-z-meblami-klimatyzacja-recepcja-ID3hWDC,no info,Okęcie, Włochy, Warszawa, mazowieckie,2023-10-12 15:53:10.016336
Mieszkanie bezczynszowe +poddasze Stary Rembertów,970200,98.0,https://www.otodom.pl/pl/oferta/mieszkanie-bezczynszowe-poddasze-stary-rembertow-ID4nw6a,4,pełna własność,do wykończenia,balkon,no data,"INWESTYCJA ZAKOŃCZONA , POZWOLENIE NA UŻYTKOWANIE - OSTATNIE MIESZKANIA GOTOWE DO ODBIORU Stary Rembertów - Kameralne mieszkanie bezczynszowe położone na 1 piętrze w budynku mieszkalnym jednorodzinnym w zabudowie bliźniaczej. Do mieszkania przynależą 2 balkony oraz poddasze do indywidualnej adaptacji o powierzchni podłogi 110m2 (powierzchnia użytkowa 85m2). Inwestycja Osiedle Magenta to kameralne osiedle mieszkań bezczynszowych położonych w nowoczesnych budynkach jednorodzinnych bliźniaczych w zacisznej i spokojnej warszawskiej dzielnicy Stary Rembertów przy ul. Magenta / Listonoszy.  Na parterze i piętrze każdego z budynków znajduje się po jednym mieszkaniu, łącznie tylko 14 lokali od 77m2 do 133 m2. Każde mieszkanie z indywidualnym wejściem, mieszkania na piętrze z niezależną klatką schodową. Do mieszkań na parterze przynależny ogródek (o pow. od 74 do 145 m2), a do mieszkań na piętrze przynależne poddasze z możliwością zaadaptowania pow. od 69 do 110m2 po podłodze (52-85m2 pow. użytkowej – w sam raz na dodatkowe 2/3 pokoje + łazienkę oraz funkcjonalne schowki pod skosami). Charakterystyczną cechą mieszkań są duże okna, dzięki którym mieszkanie jest bardzo dobrze doświetlone, a także wygodne i przestronne balkony w mieszkaniach na piętrze. Projekt spełnia oczekiwania wymagających klientów – łączy w sobie nowoczesność z tradycją. Komfort życia zapewnia mieszkańcom kameralny charakter inwestycji, funkcjonalny rozkład mieszkań, wysokiej jakości materiały wykończeniowe, duża ilość miejsc parkingowych naziemnych oraz teren rekreacyjny dla dzieci. Wszystkie media miejskie. Wysokość mieszkań 275cm. W zależności od potrzeb potencjalnych nabywców, dzięki odpowiednim rozwiązaniom konstrukcyjnym możliwa jest dowolna aranżacja i podział wnętrz lokalu oraz łączenie mieszkań, a układ pomieszczeń można prawie dowolnie dostosować do potrzeb przyszłego użytkownika (ograniczeniem aranżacji są jedynie elementy konstrukcji budynku i piony instalacyjno – wentylacyjne). Na etapie realizacji budowy szczegóły odnośnie aranżacji będą na bieżąco konsultowane i ustalane z nabywcą. W mieszkaniu można stworzyć do 4 niezależne lokale na wynajem, składające się z salonu z aneksem kuchennym, łazienki i sypialni (2 lokale na 1 piętrze, 2 na poddaszu)   Mieszkania zostaną przekazane nabywcom w stanie deweloperskim, ale po indywidualnych ustaleniach jest możliwość rozszerzenia go o ustalone elementy wykończenia.   Walory przyrodnicze oraz wciąż powstająca niska zabudowa mieszkaniowa sprawiają, że dzielnica jest atrakcyjnym miejscem zamieszkania. Rembertów wraz z sąsiadującymi dzielnicami Wesoła i Wawer należy do najbardziej zielonych dzielnic stolicy. Lasy i tereny zielone stanowią aż 30 % terenów Rembertowa. Na jego terenie znajduje się m.in. Las Rembertowski i wchodzący w jego skład rezerwat przyrody Kawęczyn. Dominuje tutaj zabudowa jednorodzinna oraz nieliczna niska zabudowa wielorodzinna, które sprzyjają codziennemu spokojnemu życiu bez zgiełku i hałasu. W pobliżu  znajduje się wiele obiektów, które umożliwiają aktywne spędzenie wolnego czasu. Trasy rowerowe o długości kilkudziesięciu kilometrów to prawdziwa gratka dla miłośników jednośladów. Szybki dojazd do Zalewu Zegrzyńskiego. Do niewątpliwych atutów dzielnicy Rembertów zaliczyć należy jego położenie oraz łatwy i szybki dostęp do centrum Warszawy zapewniony przez Szybką Kolej Miejską (w ciągu 15 minut z centrum Warszawy) autobusy oraz linie kolejowe. Komfortowy dojazd samochodem gwarantuje Trasa Siekierkowska z Mostem Siekierkowskim oraz Trasa Łazienkowska z Mostem Łazienkowskim. Niekwestionowanym atutem lokalizacji jest także bardzo dobrze rozbudowana infrastruktura a w szczególności bliskie sąsiedztwo sklepów, aptek, banków i sieci punktów usługowych: przedszkoli, szkół podstawowych i gimnazjów, liceum ogólnokształcącego; dwóch publicznych i niepublicznego zakładów opieki zdrowotnej, kościoła, marketów spożywczych Lidl i Biedronka. W bezpośrednim sąsiedztwie inwestycji siłownia plenerowa i plac zabaw. W niewielkiej odległości ok. 3 km znajduje się małe centrum handlowe Hopstop oraz nieco dalej Centra Handlowe: Selgros, Leroy Merlin 4,5km,  King Cross 7km, Promenada 8km i M1 9km.",https://www.otodom.pl/pl/oferta/mieszkanie-bezczynszowe-poddasze-stary-rembertow-ID4nw6a,ul. Magenta / Listonoszy, Stary Rembertów, Rembertów, Warszawa, mazowieckie,2023-10-12 15:53:10.016336
